dataset,method,lambda,reference_policy_type,bjepa_prior_type,bjepa_loss_type,shift,metric,pairs,mean,std,stderr,baseline_mean,relative_change_percent,paired_t,paired_t_p,wilcoxon_w,wilcoxon_p
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,decision_kl,30,3488.2080906101205,6193.670454039546,1130.8043404769078,4263.651750858989,-18.187312321946585,-3.3935686267064824,0.0020139650741159,1.0,3.725290298461914e-09
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,action_mse,30,0.3317210236815603,0.2999171097920668,0.0547571221382895,0.3626992272842118,-8.541017259564462,-4.294592091907047,0.0001788510703952,39.0,1.3966113328933716e-05
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
metaworld-5,no_action_vjepa,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,latent_mse,30,0.2879303010895259,0.02494385984156,0.0045541049021565,0.2879303010895259,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,decision_kl,30,480.4122985604141,346.4524669661139,63.25327708688466,480.4122985604141,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,action_mse,30,0.1469496687375253,0.0731894317462239,0.0133625009127971,0.1469496687375253,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,nll,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,brightness,latent_mse,30,0.0632110911000618,0.0034223584642812,0.0006248343102518,0.0632110911000618,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,brightness,decision_kl,30,386.5413928333798,487.65897943060713,89.03394113469712,386.5413928333798,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,brightness,action_mse,30,0.0849182889444727,0.0252168118441686,0.0046039388918048,0.0849182889444727,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,brightness,nll,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,brightness,uncertainty,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,clean,latent_mse,30,0.0051731863312976,0.0023892271711236,0.0004362112055428,0.0051731863312976,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,clean,decision_kl,30,0.913281673561569,0.4918113263983802,0.0897920525016429,0.913281673561569,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,clean,action_mse,30,0.0031221558634152,0.0022103855893432,0.0004035593493558,0.0031221558634152,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,clean,nll,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,clean,uncertainty,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,desaturation,latent_mse,30,0.2531476701503568,0.0319268136181119,0.0058290120026343,0.2531476701503568,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,desaturation,decision_kl,30,4263.651750858989,7213.554267318544,1317.0087973326724,4263.651750858989,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,desaturation,action_mse,30,0.3626992272842118,0.3344907214862249,0.0610693711447277,0.3626992272842118,0.0,,,,
metaworld-5,persistence,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
metaworld-5,persistence,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,blur,latent_mse,30,0.2413211363069329,0.0237370893870768,0.0043337797689394,0.2879303010895259,-16.187655347917282,-46.782974248977766,7.227741595156022e-29,0.0,1.718092931245674e-06
metaworld-5,random_policy_kl,0.01,random,none,nll,blur,decision_kl,30,613.5368100395159,520.2959885910137,94.9926165102496,480.4122985604141,27.71047116779021,2.720503105652861,0.0109014288220719,65.0,0.0002832636237144
metaworld-5,random_policy_kl,0.01,random,none,nll,blur,action_mse,30,0.1457854127014162,0.066724172129543,0.0121821114020694,0.1469496687375253,-0.7922821780488075,-0.4083076853264691,0.68604703303226,202.0,0.5425279382616282
metaworld-5,random_policy_kl,0.01,random,none,nll,blur,nll,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,blur,uncertainty,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,brightness,latent_mse,30,0.0512099398957009,0.0032147650637599,0.0005869331141669,0.0632110911000618,-18.985831434808254,-54.80418018433866,7.719911894401138e-31,0.0,1.718092931245674e-06
metaworld-5,random_policy_kl,0.01,random,none,nll,brightness,decision_kl,30,308.3566652513852,364.0311891593145,66.46269797932888,386.5413928333798,-20.22674130935737,-2.1889031241351056,0.0368029823470412,184.0,0.3284698575735092
metaworld-5,random_policy_kl,0.01,random,none,nll,brightness,action_mse,30,0.0794269722243349,0.031427482962822,0.0057378471147823,0.0849182889444727,-6.466588986182414,-1.920219180205004,0.0647138504444049,149.0,0.087938567623496
metaworld-5,random_policy_kl,0.01,random,none,nll,brightness,nll,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,brightness,uncertainty,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,clean,latent_mse,30,0.0015061325782983,0.0003692947989912,6.74236972589444e-05,0.0051731863312976,-70.88578524252506,-9.017246377896656,6.533962906442585e-10,0.0,1.718092931245674e-06
metaworld-5,random_policy_kl,0.01,random,none,nll,clean,decision_kl,30,0.3495534927061452,0.1296404312214656,0.0236689961815645,0.913281673561569,-61.725554905424254,-6.234080803983625,8.397337208353845e-07,0.0,1.862645149230957e-09
metaworld-5,random_policy_kl,0.01,random,none,nll,clean,action_mse,30,0.0007338373637253,0.0007120420736059,0.0001300005018689,0.0031221558634152,-76.49581264265899,-6.746952684163041,2.0998878192999298e-07,0.0,1.862645149230957e-09
metaworld-5,random_policy_kl,0.01,random,none,nll,clean,nll,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,clean,uncertainty,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,desaturation,latent_mse,30,0.198295556439151,0.0249441952046728,0.0045541661308038,0.2531476701503568,-21.668030236512312,-32.1329982338992,3.1723096419856323e-24,0.0,1.718092931245674e-06
metaworld-5,random_policy_kl,0.01,random,none,nll,desaturation,decision_kl,30,3331.389342079344,5914.841576904246,1079.8973852466277,4263.651750858989,-21.865350719411463,-3.109127168073018,0.0041806298780019,29.0,3.2391399145126343e-06
metaworld-5,random_policy_kl,0.01,random,none,nll,desaturation,action_mse,30,0.3288770487601955,0.2988335004073261,0.0545592830371072,0.3626992272842118,-9.325131122353657,-4.501446076050077,0.0001011299356531,37.0,1.0609626770019531e-05
metaworld-5,random_policy_kl,0.01,random,none,nll,desaturation,nll,30,,,,,,,,,
metaworld-5,random_policy_kl,0.01,random,none,nll,desaturation,uncertainty,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,blur,latent_mse,30,0.2413243203515974,0.0237421793733622,0.0043347090690414,0.2879303010895259,-16.18654950922909,-46.82529035119965,7.043033255521377e-29,0.0,1.718092931245674e-06
metaworld-5,vjepa,0.0,none,none,nll,blur,decision_kl,30,613.6782337243941,520.4984269122534,95.02957652193174,480.4122985604141,27.739909149561697,2.720969297062464,0.010889245102496,64.0,0.0002562887966632
metaworld-5,vjepa,0.0,none,none,nll,blur,action_mse,30,0.1457924936830446,0.0667247571934364,0.0121822182196334,0.1469496687375253,-0.7874635338903878,-0.4057944538538203,0.6878722533198246,203.0,0.5561132747679949
metaworld-5,vjepa,0.0,none,none,nll,blur,nll,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,brightness,latent_mse,30,0.0512117941540966,0.0032150197595329,0.0005869796150403,0.0632110911000618,-18.982897996445807,-54.86661281878554,7.471459299535951e-31,0.0,1.718092931245674e-06
metaworld-5,vjepa,0.0,none,none,nll,brightness,decision_kl,30,308.5163779356644,363.84911700166856,66.42945630338345,386.5413928333798,-20.18542291830268,-2.185205311432771,0.0370991922599608,184.0,0.3284698575735092
metaworld-5,vjepa,0.0,none,none,nll,brightness,action_mse,30,0.0794139704999733,0.031404869946118,0.0057337185616683,0.0849182889444727,-6.481899850924549,-1.925176454449192,0.0640654568739281,149.0,0.087938567623496
metaworld-5,vjepa,0.0,none,none,nll,brightness,nll,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,brightness,uncertainty,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,clean,latent_mse,30,0.0015061268659015,0.0003692272432522,6.741136332489729e-05,0.0051731863312976,-70.88589566570336,-9.016884305004451,6.539636904427765e-10,0.0,1.718092931245674e-06
metaworld-5,vjepa,0.0,none,none,nll,clean,decision_kl,30,0.3495686569876194,0.1296746757838386,0.0236752483546591,0.913281673561569,-61.72389448871896,-6.23395443072284,8.400230076017227e-07,0.0,1.862645149230957e-09
metaworld-5,vjepa,0.0,none,none,nll,clean,action_mse,30,0.0007337387379107,0.0007118929005136,0.000129973266713,0.0031221558634152,-76.49897154371682,-6.746928739056702,2.1000224627541485e-07,0.0,1.862645149230957e-09
metaworld-5,vjepa,0.0,none,none,nll,clean,nll,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,clean,uncertainty,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,desaturation,latent_mse,30,0.1982883651071307,0.0249373799789835,0.0045529218465223,0.2531476701503568,-21.670871002147685,-32.16638040694033,3.0806589043244643e-24,0.0,1.718092931245674e-06
metaworld-5,vjepa,0.0,none,none,nll,desaturation,decision_kl,30,3335.1342397999038,5921.145769805259,1081.0483681328774,4263.651750858989,-21.777517614378777,-3.114024546333689,0.0041291645000232,30.0,3.7904828786849976e-06
metaworld-5,vjepa,0.0,none,none,nll,desaturation,action_mse,30,0.3289533922943601,0.2988959177801958,0.0545706788381409,0.3626992272842118,-9.304082405284085,-4.499502526691381,0.0001016745696822,37.0,1.0609626770019531e-05
metaworld-5,vjepa,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
metaworld-5,vjepa,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,blur,latent_mse,30,0.2427591482665302,0.0240072377450951,0.0043831018854593,0.2879303010895259,-15.688224772477346,-42.33071735645326,1.2615836371154724e-27,0.0,1.718092931245674e-06
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,blur,decision_kl,30,629.1333698078429,527.1341082950282,96.24108064785268,480.4122985604141,30.956965858925944,2.953884783819785,0.0061677264309473,65.0,0.0002832636237144
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,blur,action_mse,30,0.1472549467253157,0.0660227525340273,0.0120540502904893,0.1469496687375253,0.2077432296465994,0.1016220829347009,0.9197560428437712,228.0,0.935398668050766
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,blur,nll,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,blur,uncertainty,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,brightness,latent_mse,30,0.0514009897794698,0.0032948588868279,0.000601556178704,0.0632110911000618,-18.683590355839293,-54.92238813859351,7.256494160658039e-31,0.0,1.718092931245674e-06
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,brightness,decision_kl,30,256.1659510917389,324.2850203627996,59.20607357124249,386.5413928333798,-33.72871422281022,-2.643044228713087,0.0131122192675544,103.0,0.0066395364701747
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,brightness,action_mse,30,0.0755617384816511,0.0304739162178752,0.0055637504426842,0.0849182889444727,-11.01829838910176,-3.4876404304815103,0.0015747566399094,80.0,0.0011314544826745
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,brightness,nll,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,brightness,uncertainty,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,clean,latent_mse,30,0.0015274968793852,0.0003749791929431,6.846152085668776e-05,0.0051731863312976,-70.4728037700096,-9.005466082078398,6.721180270920493e-10,0.0,1.718092931245674e-06
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,clean,decision_kl,30,0.3377937311443986,0.1221044652151167,0.0222931233234747,0.913281673561569,-63.013192871035294,-6.332388662729979,6.426157243860468e-07,0.0,1.862645149230957e-09
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,clean,action_mse,30,0.0007298460877224,0.0007121377267105,0.0001300179656565,0.0031221558634152,-76.62364982239757,-6.767202796475324,1.9890990605432668e-07,0.0,1.862645149230957e-09
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,clean,nll,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,clean,uncertainty,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,desaturation,latent_mse,30,0.1977790703012618,0.0246074851180038,0.0044926915608678,0.2531476701503568,-21.87205587008124,-31.653620797644145,4.84846567897761e-24,0.0,1.718092931245674e-06
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,desaturation,decision_kl,30,3259.6795331644626,5778.254084082479,1054.9600349494422,4263.651750858989,-23.547237822419664,-3.16846805168624,0.0035962951881577,13.0,1.6391277313232425e-07
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,desaturation,action_mse,30,0.3224193772708086,0.2954195509806966,0.0539359840000583,0.3626992272842118,-11.105579219180362,-5.009007279891654,2.47390780681221e-05,19.0,5.718320608139038e-07
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,desaturation,nll,30,,,,,,,,,
metaworld-5,weak_policy_kl,0.01,weak_bc,none,nll,desaturation,uncertainty,30,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,blur,latent_mse,6,0.2196248835658387,0.0236125573616939,0.0096397861763914,0.283264537658031,-22.46650943967464,-9.29241388818878,0.0002427888898439,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,blur,decision_kl,6,11.931142907269184,3.788307937644852,1.5465702392941931,12.36022743667487,-3.471493802229893,-0.7689827211743981,0.4766377396376227,8.0,0.6875
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,blur,action_mse,6,0.0868901952868547,0.011161597531112,0.0045567031109221,0.0989248800305931,-12.165478229558213,-7.437364192989825,0.0006927280628064,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,blur,nll,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,blur,uncertainty,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,brightness,latent_mse,6,0.0897910212967787,0.0008087705588819,0.000330179198041,0.1253460850276171,-28.36551594172619,-59.50613351432485,2.5361913127149735e-08,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,brightness,decision_kl,6,13.252009189502552,3.145236895709697,1.2840375857773512,14.800069838279514,-10.459819890666951,-2.784316066750429,0.0387040175264805,1.0,0.0625
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,brightness,action_mse,6,0.0497988672707566,0.0054945407099311,0.0022431368517135,0.0646222860290405,-22.938555209301047,-6.774699497477455,0.0010652771696192,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,brightness,nll,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,brightness,uncertainty,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,clean,latent_mse,6,0.0247764379801628,0.0004176985924473,0.0001705247362957,0.0271298930546631,-8.674767238331608,-29.25159516639881,8.752523798154494e-07,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,clean,decision_kl,6,2.873690950838723,0.1061370517437894,0.0433302699292766,1.647058173726034,74.47416227793319,31.03559426016941,6.519056430436184e-07,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,clean,action_mse,6,0.0060160882168943,0.0002437890846634,9.95264770476227e-05,0.004408191715057,36.4751944963128,23.372043256198644,2.668945172232483e-06,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,clean,nll,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,clean,uncertainty,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,desaturation,latent_mse,6,0.0855213508929824,0.0023163092499031,0.0009456292914586,0.1234326481889104,-30.71415695295276,-84.72514815583895,4.3410438707783896e-09,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,desaturation,decision_kl,6,6.0766713167057285,0.1944546626286586,0.0793857835908771,6.957377507300351,-12.658594271627504,-2.7694263277742963,0.0393920797148533,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,desaturation,action_mse,6,0.0256251670153155,0.001329046201566,0.0005425808397368,0.0365997270313676,-29.985360291475324,-12.903320529325043,4.980205930129894e-05,0.0,0.03125
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,desaturation,nll,6,,,,,,,,,
lerobot-pusht,action_mse,0.1,strong_bc,none,nll,desaturation,uncertainty,6,,,,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,blur,latent_mse,6,0.1833600856827186,0.0090596152003605,0.0036985724178076,0.283264537658031,-35.26895840944313,-26.28332033555058,1.4900143263228208e-06,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,blur,decision_kl,6,14.545005741571266,2.957972339616604,1.2075871508878715,12.36022743667487,17.675874623583315,2.844131616403612,0.0360711298146967,1.0,0.0625
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,blur,action_mse,6,0.0771147496638901,0.006888069289168,0.0028120425118994,0.0989248800305931,-22.047163827702537,-7.815915266551315,0.0005496661775578,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,blur,nll,6,6.233460878078586,1.269442031655582,0.5182475392663646,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,blur,uncertainty,6,0.2065865911939731,0.0269009696949787,0.0109822748897952,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,brightness,latent_mse,6,0.0722327763079562,0.0017163849275957,0.0007007112124688,0.1253460850276171,-42.37332877844459,-40.22040620192487,1.791428420071222e-07,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,brightness,decision_kl,6,19.30540754742373,5.123322842272445,2.091587791852185,14.800069838279514,30.441327361114364,3.533020992770766,0.0166860089348573,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,brightness,action_mse,6,0.0517135630199109,0.0041460279217642,0.0016926088112757,0.0646222860290405,-19.975652058066466,-10.810599257568027,0.0001175011376811,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,brightness,nll,6,2.688426382228036,0.3765061969306887,0.1537080112460042,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,brightness,uncertainty,6,0.2231763019179201,0.0248900126339944,0.0101613051074521,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,clean,latent_mse,6,0.0213754818408337,0.0003865855832164,0.0001578229034661,0.0271298930546631,-21.21059306144332,-67.77568092010648,1.324103612164037e-08,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,clean,decision_kl,6,3.2508264368081794,0.1391697535476899,0.0568158139701215,1.647058173726034,97.37168295968829,28.15307361992167,1.0588193174059092e-06,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,clean,action_mse,6,0.0061099698327398,0.0002848008368665,0.0001162694547734,0.004408191715057,38.60490259237331,31.61364148281237,5.946845252279974e-07,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,clean,nll,6,0.761108935058911,0.0385225558671268,0.0157267675770531,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,clean,uncertainty,6,0.182728970280844,0.0050682131015586,0.0020690893344178,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,desaturation,latent_mse,6,0.0790010293927061,0.0009966797648925,0.0004068928101573,0.1234326481889104,-35.99665035801783,-232.7945160632196,2.7755833667309003e-11,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,desaturation,decision_kl,6,7.255552881315663,0.7108567420588509,0.2902060497102371,6.957377507300351,4.285743783522417,2.6103181282452974,0.0476514758497678,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,desaturation,action_mse,6,0.0291964687373308,0.0023486596563785,0.0009588362895979,0.0365997270313676,-20.227632538602997,-19.2603921246183,6.95850447614213e-06,0.0,0.03125
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,desaturation,nll,6,3.271262742489832,0.1942028689404327,0.0792829892481093,,,,,,
lerobot-pusht,bjepa,0.0,none,empirical_task_gaussian,nll,desaturation,uncertainty,6,0.1761807149751471,0.0083978720188082,0.0034284168952127,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,blur,latent_mse,6,0.2918322145234361,0.014592718172215,0.0059574522470277,0.283264537658031,3.024620355319036,2.672984541128157,0.0441900815878835,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,blur,decision_kl,6,11.12781257988968,4.063172062192601,1.6587830482506585,12.36022743667487,-9.970810513796929,-2.8791894164099907,0.0346208457008909,1.0,0.0625
lerobot-pusht,cosine_jepa,0.0,none,none,nll,blur,action_mse,6,0.0871257394301772,0.013710174240833,0.0055971551957818,0.0989248800305931,-11.92737418207324,-6.143693008015732,0.0016601833708057,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,blur,nll,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,blur,uncertainty,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,brightness,latent_mse,6,0.1509377945792551,0.0087640598725857,0.003577912460506,0.1253460850276171,20.41683994039342,7.057758095461007,0.0008827060193575,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,brightness,decision_kl,6,11.506932427881416,1.7670630303332482,0.721400461275442,14.800069838279514,-22.250823451390698,-6.910556193035707,0.0009725804404123,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,brightness,action_mse,6,0.0487505671219233,0.0027882344295834,0.0011382919392899,0.0646222860290405,-24.56075122440669,-6.57176556677483,0.0012239596829952,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,brightness,nll,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,brightness,uncertainty,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,clean,latent_mse,6,0.0534565554748218,0.0009970681503222,0.000407051367845,0.0271298930546631,97.039315146263,46.41186266395277,8.770030732146054e-08,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,clean,decision_kl,6,3.205315407443638,0.1975891005724603,0.0806654125229992,1.647058173726034,94.60851222956254,21.096414341512844,4.434676324997641e-06,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,clean,action_mse,6,0.0088537435951468,0.0004324386254994,0.0001765423295906,0.004408191715057,100.84751679254806,25.308892386221345,1.7976330871508206e-06,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,clean,nll,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,clean,uncertainty,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,desaturation,latent_mse,6,0.1324684014744991,0.0025814890219666,0.0010538884800691,0.1234326481889104,7.320391661499269,13.567133497067523,3.898614814836006e-05,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,desaturation,decision_kl,6,4.4634574515448895,0.1395989759500103,0.0569910432820976,6.957377507300351,-35.84569118376285,-8.921617560165124,0.0002946682379726,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,desaturation,action_mse,6,0.0230601554252882,0.0007836790272183,0.0003199356231342,0.0365997270313676,-36.993640948402174,-19.788124516393143,6.087937795233937e-06,0.0,0.03125
lerobot-pusht,cosine_jepa,0.0,none,none,nll,desaturation,nll,6,,,,,,,,,
lerobot-pusht,cosine_jepa,0.0,none,none,nll,desaturation,uncertainty,6,,,,,,,,,
lerobot-pusht,de_bjepa,0.01,strong_bc,empirical_task_gaussian,nll,blur,latent_mse,6,0.1736480899719658,0.0083296677251322,0.0034005726089172,0.283264537658031,-38.69755409284548,-23.98639228602905,2.3465265457314663e-06,0.0,0.03125
lerobot-pusht,de_bjepa,0.01,strong_bc,empirical_task_gaussian,nll,blur,decision_kl,6,13.06245176210839,2.2316362209586527,0.9110616721436056,12.36022743667487,5.68132203902577,0.8310087401355133,0.4438278175409723,7.0,0.5625
lerobot-pusht,de_bjepa,0.01,strong_bc,empirical_task_gaussian,nll,blur,action_mse,6,0.0709898166400583,0.0064300761528968,0.0026250675969726,0.0989248800305931,-28.238662894406072,-9.602127245068235,0.0002076244595333,0.0,0.03125
lerobot-pusht,de_bjepa,0.01,strong_bc,empirical_task_gaussian,nll,blur,nll,6,5.425646606850717,1.1697350581418655,0.4775423377820641,,,,,,
lerobot-pusht,de_bjepa,0.01,strong_bc,empirical_task_gaussian,nll,blur,uncertainty,6,0.2306742583805761,0.0406803427181076,0.0166076803701515,,,,,,
